"Adresse","Inhaltstyp","Status-Code","Status","HTTP-Version","Indexierbarkeit","Indexierbarkeitsstatus","Canonical-Linkelement 1","Meta Robots 1","X-Robots-Tag 1"
"https://www.delst.de/de/weitere-foerderprogramme/","text/html; charset=utf-8","200","OK","1.1","Indexierbar","","https://www.delst.de/de/weitere-foerderprogramme/","index,follow",""
"https://www.delst.de/files/keyvisual/bildungsbereiche/Reiten/reitsport-weiterbildungen-delst.webp","image/webp","200","OK","1.1","Indexierbar","","","",""
"https://www.delst.de/de/bildungsgutschein/","text/html; charset=utf-8","200","OK","1.1","Indexierbar","","https://www.delst.de/de/bildungsgutschein/","index,follow",""
"https://www.delst.de/assets/images/f/reiten-ausbildung-delst-8674280f.jpg","image/jpeg","200","OK","1.1","Indexierbar","","","",""
"https://www.delst.de/assets/images/c/ausbildung-reiten-delst-de8b6059.jpg","image/jpeg","200","OK","1.1","Indexierbar","","","",""
"https://www.delst.de/de/zuschuss-der-bundeslaender/","text/html; charset=utf-8","200","OK","1.1","Indexierbar","","https://www.delst.de/de/zuschuss-der-bundeslaender/","index,follow",""
"https://www.delst.de/de/lehrgaenge-reiten/trainer-c-reiten-trainerschein/","text/html; charset=UTF-8","301","Moved Permanently","1.1","Nicht indexierbar","Umgeleitet","","",""
"https://www.delst.de/assets/images/b/lehrgang-reiten-delst-01765de8.jpg","image/jpeg","200","OK","1.1","Indexierbar","","","",""
"https://www.delst.de/assets/images/a/reiten-lehrgang-delst-7d5baf83.jpg","image/jpeg","200","OK","1.1","Indexierbar","","","",""
"https://www.delst.de/assets/images/3/fernstudium-kostenfreier-ada-schein-aevo-delst-cc2964a4.svg","image/svg+xml","200","OK","1.1","Indexierbar","","","",""
"https://www.delst.de/de/lehrgaenge-reiten/futtermittelberater-ausbildung-richtige-pferdefuetterung/","text/html; charset=utf-8","200","OK","1.1","Indexierbar","","https://www.delst.de/de/lehrgaenge-reiten/futtermittelberater-ausbildung-richtige-pferdefuetterung/","index,follow",""
"https://www.delst.de/de/lehrgaenge-reiten/reitlehrerin-ausbildung/","text/html; charset=utf-8","200","OK","1.1","Indexierbar","","https://www.delst.de/de/lehrgaenge-reiten/reitlehrerin-ausbildung/","index,follow",""
"https://www.delst.de/assets/images/c/azav-logo-foerdermoeglichkeiten-produktseiten-delst-62139e40.webp","image/webp","200","OK","1.1","Indexierbar","","","",""
"https://www.delst.de/de/lehrgaenge-reiten/reiten-c-lizenz/","text/html; charset=utf-8","200","OK","1.1","Indexierbar","","https://www.delst.de/de/lehrgaenge-reiten/reiten-c-lizenz/","index,follow",""
"https://www.delst.de/files/theme/cc/certification/ihk-siegel.svg","image/svg+xml","200","OK","1.1","Indexierbar","","","",""
"https://www.delst.de/assets/images/3/fernstudium-abschluss-delst-36260341.svg","image/svg+xml","200","OK","1.1","Indexierbar","","","",""
"https://www.delst.de/files/team/tutoren/carsten-kulka-tutor-delst.jpg","image/jpeg","200","OK","1.1","Indexierbar","","","",""
"https://www.delst.de/de/ihk-weiterbildung/master-professional-betriebswirt/","text/html; charset=utf-8","200","OK","1.1","Indexierbar","","https://www.delst.de/de/ihk-weiterbildung/master-professional-betriebswirt/","index,follow",""
"https://www.delst.de/assets/images/7/yt-thumbnail-industriefachwirt-d658ad42.png","image/png","200","OK","1.1","Indexierbar","","","",""
"https://www.delst.de/de/studieninfos/foerdermoeglichkeiten/bildungsgutschein-azav/azav-fernstudiengaenge/gepruefter-betriebswirt-azav-bildungsgutschein/","text/html; charset=utf-8","200","OK","1.1","Nicht indexierbar","Canonicalised","https://www.delst.de/de/ihk-weiterbildung/gepruefter-betriebswirt-ihk-fernstudium/","index,follow",""
"https://www.delst.de/de/bundeswehr-weiterbildung/","text/html; charset=utf-8","200","OK","1.1","Indexierbar","","https://www.delst.de/de/bundeswehr-weiterbildung/","index,follow",""
